,,,,,,,,,,, 
,Carbon Dioxide,25 - 30,25,30,,0,Low,TRUE,Acidosis can result in serious illness or kidney disease. Possible Pancreas and/or gall bladder dysfunction. Can indicate decreased mitochondrial activity.  ,Bicarbonate is a vital component of controlling the pH of the body.  Byproduct of mitochondria energy production using oxygen.,
,Carbon Dioxide,,,,25 - 30,25,Normal,,,,
,Carbon Dioxide,,,,,31,High,TRUE,Alkalosis most commonly seen with lung disease or emphysema,,
,BUN,13 - 18,13,18,,0,Low,TRUE,"Pregnancy, low protein or protein malnutrition, heavy smoking, tendency towards diabetes.","Reflects the ratio between the production and clearance of urea. Urea, which is formed in the liver, is the final product in protein catabolism. Reveals the degree of toxicity of protein to the kidneys.  ",
,BUN,,,,13 - 18,13,Normal,,,,
,BUN,,,,,19,High,TRUE,"Renal problems, dehydration, hypochlorydria, (Lack of stomach acid),  high  protein diet, stress, liver, thyroid, parathyroid imbalance, kidney obstruction (stones), low vitamin A, C, E, potassium, abnormal blood loss.",,
,Total Protein,6.9 - 7.4,6.9,7.4,,0,Low,TRUE,"Incomplete protein digestion, poor nutrition, vitamin B, D, and zinc deficiency.","Necessary for tissue function, growth, & repair. Fluid balance, protection against infection.  Key building block of the human body.",
,Total Protein,,,,6.9 - 7.4,6.9,Normal,,,,
,Total Protein,,,,,7.5,High,TRUE,"Indicates incomplete assimilation or non-use of protein, dehydration or loss of fluid.",,
,Creatinine,0.5 - 0.9,0.5,0.9,,0,Low,TRUE,"Muscle Wasting, Pregnancy, bone growth, over stress to kidney (heavy coffee, tea, alcohol), too much vitamin C, compulsive exercise, methylation dysfunction.","A waste product produced by muscles, which is removed by the kidneys.  Also related to the methylation system.",
,Creatinine,,,,0.5 - 0.9,0.5,Normal,,,,
,Creatinine,,,,,1,High,TRUE,"Dehydration, renal problems, prostate enlarge. indicates muscle breakdown to supply protein, high ingestion of meats, kidney distress, methylation dysfunction.",,
,Cystatin C,<= 0.95,0,0.95,<= 0.95,0,Normal,,,Biomarker of kidney function.,
,Cystatin C,,,,,0.96,High,TRUE,"Correlates with GFR for kidney disease, high blood pressure and heart disease.",,
,eGFR,>89,90,9999,,0,Low,TRUE,"Stage 2 89-60, Stage 3A 59-45, Stage 3B 44-30, Stage 4 29-15, Stage 5 <15","Used to screen for and detect early kidney damage, to help diagnose kidney disease, and monitor kidney status.",
,eGFR,,,,>89,90,Normal,,,,
,eGFR (African-American),>89,90,9999,,0,Low,TRUE,"Stage 2 89-60, Stage 3A 59-45, Stage 3B 44-30, Stage 4 29-15, Stage 5 <15","Used to screen for and detect early kidney damage, to help diagnose kidney disease, and monitor kidney status.",
,eGFR (African-American),,,,>89,90,Normal,,,,
,BUN/Creatinine Ratio,10 - 16,10,16,,0,Low,TRUE,"Low protein/high carbohydrate diet, deficiency of anti-diuretic hormone (using a diuretic","Relates to kidney removal of water, protein, and tissue residue.  Mitochondrial production of EZ water.",
,BUN/Creatinine Ratio,,,,10 - 16,10,Normal,,,,
,BUN/Creatinine Ratio,,,,,17,High,TRUE,"EMF, Mitochondrial dysfunction, High protein, low water intake, indicates a tendency toward gastrointestinal tract hemorrhage, calcium loss from bone & calcification of soft tissue, low calcium/phosphorous ratio.",,
,ALT (GPT),10 - 26,10,26,,0,Low,TRUE,Low B6 levels,"An enzyme associated with the liver, heart, and skeletal muscle.",
,ALT (GPT),,,,10 - 26,10,Normal,,,,
,ALT (GPT),,,,,27,High,TRUE,"Liver dysfunction,  alcohol and drug related, vitamin A and/or C deficiency.",,
,AST (GOT),10 - 26,10,26,,0,Low,TRUE,Low B6 levels and magnesium deficiency,"Relates to liver enzyme activity, kidney & skeletal muscle.  ",
,AST (GOT),,,,10 - 26,10,Normal,,,,
,AST (GOT),,,,,27,High,TRUE,"Allergies, vitamin E deficiency, arthritic in nature, liver complications, heart or muscle problems.",,
,Gamma GT (GGT) (Male),<16,0,15,,0,Normal,,"Low B6 levels and copper, hypothyroid,  low magnesium.","Liver damage, biliary obstruction of bile ducts.  Low antioxidant levels, Accurate predictor of mortality.  More dangerous if combined with high ferritin.",
,Gamma GT (GGT) (Male),,,,,16,High,TRUE,"Alcoholism, bile obstruction, Viral hepatitis.

Dangerous paired with High Ferritin. Antioxidant depletion.",,
,Gamma GT (GGT) (Male),,,,,27,High,TRUE,"High risk. Alcoholism, bile obstruction, Viral hepatitis.

Dangerous paired with High Ferritin. Antioxidant depletion.",,
,Gamma GT (GGT) (Female),<9,0,8,,0,Normal,,"Low B6 levels and copper, hypothyroid,  low magnesium.","Liver damage, biliary obstruction of bile ducts.  Low antioxidant levels, Accurate predictor of mortality.  More dangerous if combined with high ferritin.",
,Gamma GT (GGT) (Female),,,,,9,High,TRUE,"Alcoholism, bile obstruction, Viral hepatitis.

Dangerous paired with High Ferritin. Antioxidant depletion.",,
,Gamma GT (GGT) (Female),,,,,19,High,TRUE,"High risk. Alcoholism, bile obstruction, Viral hepatitis.

Dangerous paired with High Ferritin. Antioxidant depletion.",,
,Alkaline Phosphatase,70 - 100,70,100,,0,Low,TRUE,"Zinc deficiency, Protein malnutrition, vitamin C, folic acid, and, possible hypoglycemia.","Refers to a group of isoenzymes that are found in the bone, liver, intestines, skin, and placenta.  Indicates how the liver is utilizing protein and fats, and pH balance.  (an enzyme found essentially in bone & liver.)",
,Alkaline Phosphatase,,,,70 - 100,70,Normal,,,,
,Alkaline Phosphatase,,,,,101,High,TRUE,"Bone growth(,possible decalcification of bone) liver dysfunction ., gastric inflammation., tendency toward arthritis, insufficient calcium/phosphorus, could relate to certain medications, bile duct obstruction, or alcohol related.",,
,Total Bilirubin,0.2 - 1.2,0.2,1.2,,0,Low,TRUE,"Iron deficiency, anemia, vitamin B-12, C, and copper deficiency.",Bilirubin is the end product of hemoglobin breakdown from red blood cells.,
,Total Bilirubin,,,,0.2 - 1.2,0.2,Normal,,,,
,Total Bilirubin,,,,,1.3,High,TRUE,"Advanced red blood cell breakdown, Fat malabsorption & increased risk of cardiovascular disease, possible lymphatic problems, vitamin C deficiency; potential liver disease or Gall bladder dysfunction. Spleen Dysfunction",,
,Direct Bilirubin,<0.3,0,0.29,<0.3,0,Normal,,,The most sensitive test for liver function/dysfunction.,
,Direct Bilirubin,,,,,0.3,High,TRUE,"Possible problem with liver cells, disease.",,
,TSH,1.0 - 3.0,1,3,,0,Low,TRUE,Hyperthyroid symptoms (if less than 0.5),A pituitary gland hormone that stimulates the thyroid gland to secrete additional T4 and some T3,
,TSH,,,,1.0 - 3.0,1,Normal,,,,
,TSH,,,,,3.1,High,TRUE,Hypothyroid symptoms ,,
,"T4, TOTAL",6 - 12,6,12,,0,Low,TRUE,Hypothyroid symptoms,Reflects the total output of the thyroid gland and actual T4 hormone released.,
,"T4, TOTAL",,,,6 - 12,6,Normal,,,,
,"T4, TOTAL",,,,,13,High,TRUE,Hyperthyroid symptoms,,
,"T4, free",1.0 – 1.5 ,1,1.5,,0,Low,TRUE,Hypothyroid symptoms,"The measure of active T4 in the blood but, must be converted to T3 to impact metabolism.",
,"T4, free",,,,1.0 – 1.5 ,1,Normal,,,,
,"T4, free",,,,,1.6,High,TRUE,Hyperthyroid symptoms,,
,"T3, TOTAL",60-180,60,180,,0,Low,TRUE,Hypothyroid symptoms,T3 is the most active thyroid hormone which is largely protein–bound but not necessarily available for metabolic activity,
,"T3, TOTAL",,,,60-180,60,Normal,,,,
,"T3, TOTAL",,,,,181,High,TRUE,Hyperthyroid symptoms,,
,"T3, free",3.5 – 4.5 ,3.5,4.5,,0,Low,TRUE,Hypothyroid symptoms,"This test measures the free or active T3 hormone (unbound) levels, which is the actual hormones that culminates in an increase in metabolism and energy.",
,"T3, free",,,,3.5 – 4.5 ,3.5,Normal,,,,
,"T3, free",,,,,4.6,High,TRUE,Hyperthyroid symptoms,,
,TPO AB,0-34,0,34,0-34,0,Normal,,,Check in cases of autoimmune thyroid disorders. ,
,TPO AB,,,,,35,High,TRUE,Hashimoto’s Thyroiditis,,
,TGB AB,0.0-0.9,0,0.9,0.0-0.9,0,Normal,,,Check in cases of autoimmune thyroid disorders.  This antibody is associated with thyroid cancer.,
,TGB AB,,,,,1,High,TRUE,Hashimoto’s Thyroiditis,,
,"Reverse T3
Ratio to Free T3
",>1.6,1.6,9999,,0,Low,TRUE,"Severe. Hypothalamus/leptin resistance, adrenals, stress reaction, infection.  High NF-Kappa Beta and IL-6.  Brain and liver inflammation.",Made by the liver in a stress response to either block T3 function or get rid of excess unneeded T4.,
,"Reverse T3
Ratio to Free T3
",,,,,1,Low,TRUE,"Moderate. Hypothalamus/leptin resistance, adrenals, stress reaction, infection.  High NF-Kappa Beta and IL-6.  Brain and liver inflammation.",,
,"Reverse T3
Ratio to Free T3
",,,,,1.7,Normal,,,,
,Estradiol (Male),20 - 25,20,25,,0,Low,TRUE,"Hypothalamus-pituitary-adrenal-gonad dysfunction.  Ovarian dysfunction. 
Tx:  Fem-Affirm, PM-Sync, FSM Concussion, FSM Hormone Balance",The biologically active form of estrogen.  Good marker for ovary function.,
,Estradiol (Male),,,,20 - 25,20,Normal,,,,
,Estradiol (Male),,,,,25.1,High,TRUE,"Adrenal hyperplasia, Ovarian/testicular cancer",,
,Estradiol (Female),25.8 – 60.7,25.8,60.7,,0,Low,TRUE,"Hypothalamus-pituitary-adrenal-gonad dysfunction.  Ovarian dysfunction. 
Tx:  Fem-Affirm, PM-Sync, FSM Concussion, FSM Hormone Balance",The biologically active form of estrogen.  Good marker for ovary function.,
,Estradiol (Female),,,,25.8 – 60.7,25.8,Normal,,,,
,Estradiol (Female),,,,,60.8,High,TRUE,"Adrenal hyperplasia, Ovarian/testicular cancer",,
,FSH,1.4 – 12.5,1.4,12.5,,0,Low,TRUE,"Pituitary and/or hypothalamic disorders, causes ovarian disease.
Tx:  Hypothala, Pituiten, FSM Concussion, FSM Pituitary Support",FSH is produced by the pituitary gland. LH and FSH together stimulate the growth and maturation of the follicle and hence the biosynthesis of estrogen and progesterone.,
,FSH,,,,1.4 – 12.5,1.4,Normal,,,,
,FSH,,,,,12.6,High,TRUE,"Pituitary tumor, ovary damage, low estrogen reserves, results in infertility.",,
,DHEA-S,60.9 - 337.0,60.9,337,,0,Low,TRUE,"Adrenal fatigue/exhaustion.
Tx:  Adrenix, Zen-adapt, FSM Adrenal Support",Steroid hormone produced by the adrenal glands that acts as an intermediary in the production of gender hormones.,
,DHEA-S,,,,60.9 - 337.0,60.9,Normal,,,,
,DHEA-S,,,,,337.1,High,TRUE,"Adrenal disease, Cushing Syndrome, over-supplementation.",,
,LH,1.7 - 8.6,1.7,8.6,,0,Low,TRUE,"Pituitary and/or hypothalamic disorders, causes ovarian disease.
Tx:  Hypothala, Pituiten, FSM Concussion, FSM Pituitary Support",LH is produced by the pituitary gland. LH and FSH together stimulate the growth and maturation of the follicle and hence the biosynthesis of estrogen and progesterone.,
,LH,,,,1.7 - 8.6,1.7,Normal,,,,
,LH,,,,,8.7,High,TRUE,"Pituitary tumor, ovary damage, low estrogen reserves, results in infertility",,
,SHBG,16 - 55,16,55,,0,Low,TRUE,"Low activity of the hormones in the periphery.  Even if normal hormone levels are present, they aren’t being used.",Protein produced by the liver that bonds to hormones in the periphery.,
,SHBG,,,,16 - 55,16,Normal,,,,
,SHBG,,,,,56,High,TRUE,Low activity of hormone levels in periphery.  Can be elevated after thyroid or adrenals are healed to normalize levels.,,
,"Testosterone, Total",249 - 836,249,836,,0,Low,TRUE,"Pituitary dysfunction, testicular dysfunction, adrenal fatigue.
Tx:  Man-Affirm, FSM Concussion, FSM Hormone Balance",Measure of testosterone in the system that is bound and unbound.,
,"Testosterone, Total",,,,249 - 836,249,Normal,,,,
,"Testosterone, Total",,,,,837,High,TRUE,"Pituitary/ testicular cancer, adrenal hyperplasia.",,
,Free Testosterone,9 - 30,9,30,,0,Low,TRUE,"Pituitary dysfunction, testicular dysfunction, adrenal fatigue, low levels of albumin, SHBG.
Tx:  Man-Affirm, FSM Concussion, FSM Hormone Balance",Measure of testosterone that is unbound.,
,Free Testosterone,,,,9 - 30,9,Normal,,,,
,Free Testosterone,,,,,31,High,TRUE,"Pituitary/ testicular cancer, adrenal hyperplasia.",,
,Progesterone,0.2 - 1.4,0.2,1.4,,0,Low,TRUE,"Hypothalamus-pituitary-adrenal-gonad dysfunction.  Ovarian dysfunction.
Tx:  Fem-Affirm, PM-Sync, FSM Concussion, FSM Hormone Balance","Sex hormone involved in the menstrual cycle, pregnancy, and embryogenesis of humans and other species. ",
,Progesterone,,,,0.2 - 1.4,0.2,Normal,,,,
,Progesterone,,,,,1.5,High,TRUE,"Adrenal hyperplasia, Ovarian/testicular cancer",,
,WBC,5.0 – 8.0,5,8,,0,Low,TRUE,Chronic stressed/compromised immune system,"Leukocytes, found in bone marrow.  Protects body against infection and inflammation.",
,WBC,,,,5.0 – 8.0,5,Normal,,,,
,WBC,,,,,8.1,High,TRUE,Active/ stressed immune system,,
,RBC (Male),4.2 – 4.9,4.2,4.9,,0,Low,TRUE,"Iron deficiency, menses, B6 deficiency","Erythrocytes, relates to anemia.   Carries oxygen to the cells & carbon dioxide back to the lungs",
,RBC (Male),,,,4.2 – 4.9,4.2,Normal,,,,
,RBC (Male),,,,,5,High,TRUE,"Polycythemia(a blood disorder in which your bone marrow makes too many red blood cells), altitude sickness, emphysema.",,
,RBC (Female),3.9 – 4.4,3.9,4.4,,0,Low,TRUE,"Iron deficiency, menses, B6 deficiency","Erythrocytes, relates to anemia.   Carries oxygen to the cells & carbon dioxide back to the lungs",
,RBC (Female),,,,3.9 – 4.4,3.9,Normal,,,,
,RBC (Female),,,,,4.5,High,TRUE,"Polycythemia(a blood disorder in which your bone marrow makes too many red blood cells), altitude sickness, emphysema.",,
,Hemoglobin (Male),14 - 15,14,15,,0,Low,TRUE,Iron deficiency anemia’s,Part of your red blood cells that transport oxygen and carbon dioxide.  Related to the amount of intracellular iron.  ,
,Hemoglobin (Male),,,,14 - 15,14,Normal,,,,
,Hemoglobin (Male),,,,,15.1,High,TRUE,"Altitude, hemochromatosis,( an inherited condition, causes your body to absorb too much iron from the food you eat). pancreatitis, hyper-spleen  reaction.",,
,Hemoglobin (Female),13.5 – 14.5,13.5,14.5,,0,Low,TRUE,Menses or iron deficiency anemia’s,Part of your red blood cells that transport oxygen and carbon dioxide.  Related to the amount of intracellular iron.  ,
,Hemoglobin (Female),,,,13.5 – 14.5,13.5,Normal,,,,
,Hemoglobin (Female),,,,,14.6,High,TRUE,"Altitude, hemochromatosis,( an inherited condition, causes your body to absorb too much iron from the food you eat). pancreatitis, hyper-spleen  reaction.",,
,Hematocrit (Male),40 - 48,40,48,,0,Low,TRUE,"Low vitamin B12/Folic Acid, C, B-1, B-6, anemia. protein deficiency, improper diet, ulcerations,  Menses or iron deficiency anemia
Tx: Ferrochel","Percentage of red blood cells to whole blood (plasma).   Relates to abnormal state of hydration, also the spleen denoting the amount of blood cell breakdown.",
,Hematocrit (Male),,,,40 - 48,40,Normal,,,,
,Hematocrit (Male),,,,,49,High,TRUE,"Hemochromatosis,( an inherited condition, causes your body to absorb too much iron from the food you  eat)., hyper-spleen activity, mononucleosis, and dehydration",,
,Hematocrit (Female),37 – 44,37,44,,0,Low,TRUE,"Low vitamin B12/Folic Acid, C, B-1, B-6, anemia. protein deficiency, improper diet, ulcerations,  Menses or iron deficiency anemia
Tx: Ferrochel","Percentage of red blood cells to whole blood (plasma).   Relates to abnormal state of hydration, also the spleen denoting the amount of blood cell breakdown.",
,Hematocrit (Female),,,,37 – 44,37,Normal,,,,
,Hematocrit (Female),,,,,45,High,TRUE,"Hemochromatosis,( an inherited condition, causes your body to absorb too much iron from the food you  eat)., hyper-spleen activity, mononucleosis, and dehydration",,
,MCV,85 – 92 ,85,92,,0,Low,TRUE,"Iron deficiency, low B6",Measures the average size of red blood cells.,
,MCV,,,,85 – 92 ,85,Normal,,,,
,MCV,,,,,93,High,TRUE,Anemia - B12/ Folic acid deficiency,,
,MCH,27 – 32 ,27,32,,0,Low,TRUE,"Anemia - Low B6, iron deficiency, Need vit. C, internal bleeding","A hemoglobin-RBC ratio, measures the average amount of hemoglobin in your red blood cells.  Relates to anemia.",
,MCH,,,,27 – 32 ,27,Normal,,,,
,MCH,,,,,33,High,TRUE,Anemia - B12/ Folic acid deficiency,,
,MCHC,32 – 35%,32,35,,0,Low,TRUE,"Anemia - Low B6, iron deficiency, Need vit. C, internal bleeding","A hemoglobin-RBC ratio, measures the average amount of hemoglobin in your red blood cells.  Relates to anemia.",
,MCHC,,,,32 – 35%,32,Normal,,,,
,MCHC,,,,,36,High,TRUE,Anemia - B12/ Folic acid deficiency,,
,RDW,<13,0,12,Less than 13,0,Normal,,,Indicator of red blood cell size.,
,RDW,,,,,13,High,TRUE,B12/Folate anemia and iron anemia,,
,Platelets,"50,000 – 450,000",50000,450000,,0,Low,TRUE,"Leukemia, immune dysfunction",Cells in blood that form clots.  ,
,Platelets,,,,"50,000 – 450,000",50000,Normal,,,,
,Platelets,,,,,450001,High,TRUE,"Polycethemia, free radical pathways, infection disorders",,
,Neutrophils,40 – 60%,40,60,,0,Low,TRUE,"Low immune, free radical pathways, defi. vitamin A, B-6, B-12, folic acid, iron, and copper; toxin","Amount of infection fighting capacity.  The ""good guys"".",
,Neutrophils,,,,40 – 60%,40,Normal,,,,
,Neutrophils,,,,,61,High,TRUE,"Immune compromise, infections and poisonings, possible allergy, excessive amount of foreign protein due to undigested protein and muscle breakdown.",,
,Lymphocytes,25 – 40%,25,40,,0,Low,TRUE,"Low immune, free radical pathways",Aids in the destruction and handling of body toxins & by-products of protein metabolism.  Relates to the healing process.,
,Lymphocytes,,,,25 – 40%,25,Normal,,,,
,Lymphocytes,,,,,41,High,TRUE,"Stressed immune system, possible allergies, hepatitis, fever and infection",,
,Monocytes,<7%,0,6.99,Less than 7%,0,Normal,,,Formed in the spleen and bone marrow they can ingest and digest large bacteria.  Relates to normal tissue breakdown by the liver. ,
,Monocytes,,,,,7,High,TRUE,"Inflammation,  infection, parasites, BPH, possible viral infection ,possible arthritis, stress, insufficient liquids.",,
,Eosinophils,<3%,0,2.99,Less than 3%,0,Normal,,,"Responsible for the protection and preservation of life via the immunologic response. Relates to Infections, inflammations, disease, and allergies.",
,Eosinophils,,,,,3,High,TRUE,"EMF toxicity, Parasites, allergy, food allergies, intestinal infection, skin disease.",,
,Basophils,0 - 1,0,1,0 - 1,0,Normal,,,"Involved in deep membrane allergies.  Relates to the immune response, inflammation, and gastrointestinal tract.",
,Basophils,,,,,1.1,High,TRUE,"Allergic reaction, Parasites, inflammation, hyperthyroidism, stress, blood complications, blood clotting.",,
,Immature Granulocytes,<2.1,0,2,<2.1,0,Normal,,,The presence of immature white blood cells.,
,Immature Granulocytes,,,,,2.1,High,TRUE,"Inflammation, infection, leukemia.",,
,Immature Granulocyte Count,<0.100,0,0.099,<0.100,0,Normal,,,The presence of immature white blood cells.,
,Immature Granulocyte Count,,,,,0.1,High,TRUE,"Inflammation, infection, leukemia.",,
,MPV (Mean Platelet Volume),9.4 - 12.3,9.4,12.3,,0,Low,TRUE,"In association with low platelets indicates bone marrow disorder (toxin, infection, etc)",Average size of platelets found in the blood.,
,MPV (Mean Platelet Volume),,,,9.4 - 12.3,9.4,Normal,,,,
,MPV (Mean Platelet Volume),,,,,12.4,High,TRUE,In association with high platelets means that the bone marrow is producing and putting out platelets rapidly. ,,
,Nucleated RBC Count,<0.012,0,0.011,<0.012,0,Normal,,,Immature Red Blood Cells.,
,Nucleated RBC Count,,,,,0.012,High,TRUE,"Anemia, Hypoxia, thallasemia, bone marrow disorders, cancers.",,
,Nucleated RBC %,<0.2,0,0.19,<0.2,0,Normal,,,Immature Red Blood Cells.,
,Nucleated RBC %,,,,,0.2,High,TRUE,"Anemia, Hypoxia, thallasemia, bone marrow disorders, cancers.",,
,Reticulocyte Count,0.0444 - 0.1451,0.0444,0.1451,,0,Low,,,Test that measures how fast red blood cells are made by the bone marrow and released into the blood. ,
,Reticulocyte Count,,,,0.0444 - 0.1451,0.0444,Normal,,,,
,Reticulocyte Count,,,,,0.1452,High,TRUE,"Anemia, hemolytic anemia, excessive blood loss.",,
,Reticulocyte (%),<3.0,0,2.99,<3.0,0,Normal,,,Test that measures how fast red blood cells are made by the bone marrow and released into the blood in percentage.,
,Reticulocyte (%),,,,,3,High,TRUE,"Anemia, hemolytic anemia, excessive blood loss.",,
,IRF (Immature Reticulocyte Fraction),3.0 - 15.9,3,15.9,,0,Low,,,Determine number and percentage of immature reticulocytes in the blood.,
,IRF (Immature Reticulocyte Fraction),,,,3.0 - 15.9,3,Normal,,,,
,IRF (Immature Reticulocyte Fraction),,,,,16,High,TRUE,"Anemia, bone marrow disorders.",,
,Retic-Hemoglobin,28.2 - 35.7,28.2,35.7,,0,Low,TRUE,"Menses, Iron based anemia.",Measures the amount of hemoglobin in reticulocytes.,
,Retic-Hemoglobin,,,,28.2 - 35.7,28.2,Normal,,,,
,Retic-Hemoglobin,,,,,35.8,High,TRUE,"Altitude, hemochromatosis,( an inherited condition, causes your body to absorb too much iron from the food you eat). Pancreatitis, spleen issue.",,
,Human IGF-I,43 - 209,43,209,,0,Low,TRUE,"Decreased growth hormone, endocrine gland dysfunction, hypopituitary, kidney disease, liver disease.",Hormone in similar structure to insulin involved in growth.  Helps evaluate growth hormone.,
,Human IGF-I,,,,43 - 209,43,Normal,,,,
,Human IGF-I,,,,,210,High,TRUE,"Diabetes, kidney disease, starvation, pituitary tumor.",,
,CoQ10-TOT,0.59 - 2.07,0.59,2.07,,0,Low,TRUE,"Under Methylation, statin use, heart disease, nerve disorders, mitochondrial diseases.","Fat soluble vitamin-like substance produced by the human body that is essential for energy producing metabolic pathways, for proper functioning of many organs and for basic functioning of cells. Low levels cause net failure to produce the energy necessary to run the cell.",
,CoQ10-TOT,,,,0.59 - 2.07,0.59,Normal,,,,
,CoQ10-TOT,,,,,2.08,High,TRUE,Over supplementation,,
,ESR (Erythrocyte Sedimentation Rate),<20,0,19,<20,0,Normal,,,Nonspecific Inflammatory marker. Measures who quickly red blood cells sink to the bottom of the test tube.,
,ESR (Erythrocyte Sedimentation Rate),,,,,20,High,TRUE,"Infection, autoimmune diseases, certain cancers.",,